,Date,Open,High,Low,Close,Volume,Index
0,2019-09-03,2909.010009765625,2914.389892578125,2891.85009765625,2906.27001953125,3426790000,S&P 500
1,2019-09-04,2924.669921875,2938.840087890625,2921.860107421875,2937.780029296875,3163260000,S&P 500
2,2019-09-05,2960.60009765625,2985.860107421875,2960.60009765625,2976.0,3890700000,S&P 500
3,2019-09-06,2980.330078125,2985.030029296875,2972.510009765625,2978.7099609375,3208280000,S&P 500
4,2019-09-09,2988.429931640625,2989.429931640625,2969.389892578125,2978.429931640625,4002890000,S&P 500
5,2019-09-10,2971.010009765625,2979.389892578125,2957.010009765625,2979.389892578125,4390770000,S&P 500
6,2019-09-11,2981.409912109375,3000.929931640625,2975.31005859375,3000.929931640625,3927550000,S&P 500
7,2019-09-12,3009.080078125,3020.739990234375,3000.919921875,3009.570068359375,3791860000,S&P 500
8,2019-09-13,3012.2099609375,3017.330078125,3002.89990234375,3007.389892578125,3520060000,S&P 500
9,2019-09-16,2996.409912109375,3002.18994140625,2990.669921875,2997.9599609375,4274640000,S&P 500
10,2019-09-17,2995.669921875,3006.2099609375,2993.72998046875,3005.699951171875,3671840000,S&P 500
11,2019-09-18,3001.5,3007.830078125,2978.570068359375,3006.72998046875,3435540000,S&P 500
12,2019-09-19,3010.360107421875,3021.989990234375,3003.159912109375,3006.7900390625,3251290000,S&P 500
13,2019-09-20,3008.419921875,3016.3701171875,2984.679931640625,2992.070068359375,6094740000,S&P 500
14,2019-09-23,2983.5,2999.14990234375,2982.22998046875,2991.780029296875,3186590000,S&P 500
15,2019-09-24,3002.429931640625,3007.97998046875,2957.72998046875,2966.60009765625,3868160000,S&P 500
16,2019-09-25,2968.35009765625,2989.820068359375,2952.860107421875,2984.8701171875,3318870000,S&P 500
17,2019-09-26,2985.72998046875,2987.280029296875,2963.7099609375,2977.6201171875,3077240000,S&P 500
18,2019-09-27,2985.469970703125,2987.31005859375,2945.530029296875,2961.7900390625,3243650000,S&P 500
19,2019-09-30,2967.070068359375,2983.85009765625,2967.070068359375,2976.739990234375,3247610000,S&P 500
20,2019-10-01,2983.68994140625,2992.530029296875,2938.699951171875,2940.25,3558040000,S&P 500
21,2019-10-02,2924.780029296875,2924.780029296875,2874.929931640625,2887.610107421875,3912520000,S&P 500
22,2019-10-03,2885.3798828125,2911.1298828125,2855.93994140625,2910.6298828125,3503640000,S&P 500
23,2019-10-04,2918.56005859375,2953.739990234375,2918.56005859375,2952.010009765625,2990830000,S&P 500
24,2019-10-07,2944.22998046875,2959.75,2935.679931640625,2938.7900390625,2940140000,S&P 500
25,2019-10-08,2920.39990234375,2925.469970703125,2892.659912109375,2893.06005859375,3356450000,S&P 500
26,2019-10-09,2911.10009765625,2929.320068359375,2907.409912109375,2919.39990234375,2726820000,S&P 500
27,2019-10-10,2918.550048828125,2948.4599609375,2917.1201171875,2938.1298828125,3217250000,S&P 500
28,2019-10-11,2963.070068359375,2993.280029296875,2963.070068359375,2970.27001953125,3580460000,S&P 500
29,2019-10-14,2965.81005859375,2972.840087890625,2962.93994140625,2966.14990234375,2557020000,S&P 500
30,2019-10-15,2973.610107421875,3003.280029296875,2973.610107421875,2995.679931640625,3340740000,S&P 500
31,2019-10-16,2989.679931640625,2997.5400390625,2985.199951171875,2989.68994140625,3222570000,S&P 500
32,2019-10-17,3000.77001953125,3008.2900390625,2991.7900390625,2997.949951171875,3115960000,S&P 500
33,2019-10-18,2996.840087890625,3000.0,2976.31005859375,2986.199951171875,3264290000,S&P 500
34,2019-10-21,2996.47998046875,3007.330078125,2995.35009765625,3006.719970703125,3271620000,S&P 500
35,2019-10-22,3010.72998046875,3014.570068359375,2995.0400390625,2995.989990234375,3523890000,S&P 500
36,2019-10-23,2994.010009765625,3004.780029296875,2991.2099609375,3004.52001953125,3392870000,S&P 500
37,2019-10-24,3014.780029296875,3016.070068359375,3000.419921875,3010.2900390625,3692600000,S&P 500
38,2019-10-25,3003.320068359375,3027.389892578125,3001.93994140625,3022.550048828125,3370370000,S&P 500
39,2019-10-28,3032.1201171875,3044.080078125,3032.1201171875,3039.419921875,3521230000,S&P 500
40,2019-10-29,3035.389892578125,3047.8701171875,3034.81005859375,3036.889892578125,3589930000,S&P 500
41,2019-10-30,3039.739990234375,3050.10009765625,3025.9599609375,3046.77001953125,3776030000,S&P 500
42,2019-10-31,3046.89990234375,3046.89990234375,3023.18994140625,3037.56005859375,4139280000,S&P 500
43,2019-11-01,3050.719970703125,3066.949951171875,3050.719970703125,3066.909912109375,3930200000,S&P 500
44,2019-11-04,3078.9599609375,3085.199951171875,3074.8701171875,3078.27001953125,4146850000,S&P 500
45,2019-11-05,3080.800048828125,3083.949951171875,3072.14990234375,3074.6201171875,4486130000,S&P 500
46,2019-11-06,3075.10009765625,3078.340087890625,3065.889892578125,3076.780029296875,4458190000,S&P 500
47,2019-11-07,3087.02001953125,3097.77001953125,3080.22998046875,3085.179931640625,4144640000,S&P 500
48,2019-11-08,3081.25,3093.090087890625,3073.580078125,3093.080078125,3499150000,S&P 500
49,2019-11-11,3080.330078125,3088.330078125,3075.820068359375,3087.010009765625,3035530000,S&P 500
50,2019-11-12,3089.280029296875,3102.610107421875,3084.72998046875,3091.840087890625,3466010000,S&P 500
51,2019-11-13,3084.179931640625,3098.06005859375,3078.800048828125,3094.0400390625,3509280000,S&P 500
52,2019-11-14,3090.75,3098.199951171875,3083.260009765625,3096.6298828125,3276070000,S&P 500
53,2019-11-15,3107.919921875,3120.4599609375,3104.60009765625,3120.4599609375,3335650000,S&P 500
54,2019-11-18,3117.909912109375,3124.169921875,3112.06005859375,3122.030029296875,3436690000,S&P 500
55,2019-11-19,3127.449951171875,3127.639892578125,3113.469970703125,3120.179931640625,3590070000,S&P 500
56,2019-11-20,3114.659912109375,3118.969970703125,3091.409912109375,3108.4599609375,4034890000,S&P 500
57,2019-11-21,3108.489990234375,3110.110107421875,3094.550048828125,3103.5400390625,3720560000,S&P 500
58,2019-11-22,3111.409912109375,3112.8701171875,3099.260009765625,3110.2900390625,3226780000,S&P 500
59,2019-11-25,3117.43994140625,3133.830078125,3117.43994140625,3133.639892578125,3511530000,S&P 500
60,2019-11-26,3134.85009765625,3142.68994140625,3131.0,3140.52001953125,4595590000,S&P 500
61,2019-11-27,3145.489990234375,3154.260009765625,3143.409912109375,3153.6298828125,3033090000,S&P 500
62,2019-11-29,3147.179931640625,3150.300048828125,3139.340087890625,3140.97998046875,1743020000,S&P 500
63,2019-12-02,3143.85009765625,3144.31005859375,3110.780029296875,3113.8701171875,3268740000,S&P 500
64,2019-12-03,3087.409912109375,3094.969970703125,3070.330078125,3093.199951171875,3653390000,S&P 500
65,2019-12-04,3103.5,3119.3798828125,3102.530029296875,3112.760009765625,3695030000,S&P 500
66,2019-12-05,3119.2099609375,3119.449951171875,3103.760009765625,3117.429931640625,3355750000,S&P 500
67,2019-12-06,3134.6201171875,3150.60009765625,3134.6201171875,3145.909912109375,3479480000,S&P 500
68,2019-12-09,3141.860107421875,3148.8701171875,3135.4599609375,3135.9599609375,3345990000,S&P 500
69,2019-12-10,3135.360107421875,3142.1201171875,3126.090087890625,3132.52001953125,3343790000,S&P 500
70,2019-12-11,3135.75,3143.97998046875,3133.2099609375,3141.6298828125,3252540000,S&P 500
71,2019-12-12,3141.22998046875,3176.280029296875,3138.469970703125,3168.570068359375,3990690000,S&P 500
72,2019-12-13,3166.64990234375,3182.679931640625,3156.510009765625,3168.800048828125,3736870000,S&P 500
73,2019-12-16,3183.6298828125,3197.7099609375,3183.6298828125,3191.449951171875,4051790000,S&P 500
74,2019-12-17,3195.39990234375,3198.219970703125,3191.030029296875,3192.52001953125,3837540000,S&P 500
75,2019-12-18,3195.2099609375,3198.47998046875,3191.139892578125,3191.139892578125,4014080000,S&P 500
76,2019-12-19,3192.320068359375,3205.47998046875,3192.320068359375,3205.3701171875,3720450000,S&P 500
77,2019-12-20,3223.330078125,3225.64990234375,3216.030029296875,3221.219970703125,6454270000,S&P 500
78,2019-12-23,3226.050048828125,3227.780029296875,3222.300048828125,3224.010009765625,3060610000,S&P 500
79,2019-12-24,3225.449951171875,3226.429931640625,3220.510009765625,3223.3798828125,1296540000,S&P 500
80,2019-12-26,3227.199951171875,3240.080078125,3227.199951171875,3239.909912109375,2160680000,S&P 500
81,2019-12-27,3247.22998046875,3247.929931640625,3234.3701171875,3240.02001953125,2428670000,S&P 500
82,2019-12-30,3240.090087890625,3240.919921875,3216.570068359375,3221.2900390625,3013290000,S&P 500
83,2019-12-31,3215.179931640625,3231.719970703125,3212.030029296875,3230.780029296875,2893810000,S&P 500
84,2020-01-02,3244.669921875,3258.139892578125,3235.530029296875,3257.85009765625,3458250000,S&P 500
85,2020-01-03,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,3461290000,S&P 500
86,2020-01-06,3217.550048828125,3246.840087890625,3214.639892578125,3246.280029296875,3674070000,S&P 500
87,2020-01-07,3241.860107421875,3244.909912109375,3232.429931640625,3237.179931640625,3420380000,S&P 500
88,2020-01-08,3238.590087890625,3267.070068359375,3236.669921875,3253.050048828125,3720890000,S&P 500
89,2020-01-09,3266.030029296875,3275.580078125,3263.669921875,3274.699951171875,3638390000,S&P 500
90,2020-01-10,3281.81005859375,3282.989990234375,3260.860107421875,3265.35009765625,3212970000,S&P 500
